Family,Gene
GCA_001298915.1_CDS_0648,['GCA_001298915.1_CDS_0648']
GCA_023703405.1_CDS_3945,"['GCA_023703405.1_CDS_3945', 'GCA_036527295.1_CDS_3167', 'GCA_042235685.1_CDS_2245']"
GCA_022444285.1_CDS_1140,['GCA_022444285.1_CDS_1140']
JMCD_G1434_CDS_5607,['JMCD_G1434_CDS_5607']
GCA_028462445.1_CDS_5385,"['GCA_027529805.1_CDS_5986', 'GCA_028462445.1_CDS_5385', 'GCA_900009115.1_CDS_3467']"
G1413_CDS_6905,['G1413_CDS_6905']
GCA_001299175.1_CDS_1202,"['GCA_001298795.1_CDS_1075', 'GCA_001298895.1_CDS_0316', 'GCA_001298935.1_CDS_2784', 'GCA_001299015.1_CDS_0115', 'GCA_001299175.1_CDS_1202', 'GCA_001299195.1_CDS_0481', 'GCA_001299295.1_CDS_2953']"
GCA_001298795.1_CDS_5663,['GCA_001298795.1_CDS_5663']
GCA_001298795.1_CDS_6242,"['GCA_001298795.1_CDS_6242', 'GCA_001299195.1_CDS_5978', 'GCA_001558755.2_CDS_6136', 'GCA_001558915.2_CDS_5762', 'GCA_017745625.1_CDS_4006']"
GCA_001298795.1_CDS_2634,['GCA_001298795.1_CDS_2634']
GCA_001299055.1_CDS_4577,['GCA_001299055.1_CDS_4577']
GCF_002192695.1_CDS_5175,['GCF_002192695.1_CDS_5175']
GCA_023703405.1_CDS_4891,['GCA_023703405.1_CDS_4891']
PCF1_G1423_CDS_1182,['PCF1_G1423_CDS_1182']
GCA_003293615.1_CDS_5731,['GCA_003293615.1_CDS_5731']
GCA_023703405.1_CDS_1075,"['GCA_001558755.2_CDS_0610', 'GCA_023703405.1_CDS_1075']"
NJ7201_G1323_CDS_5736,"['GCA_001298895.1_CDS_3239', 'GCA_001298915.1_CDS_4894', 'GCA_001558755.2_CDS_3304', 'GCA_001957045.1_CDS_0810', 'GCA_029837755.1_CDS_4204', 'GCF_029837835.1_CDS_6387', 'NJ7201_G1323_CDS_5736']"
GCA_036527295.1_CDS_0694,"['GCA_001299055.1_CDS_6147', 'GCA_016403305.1_CDS_5724', 'GCA_016728825.1_CDS_2386', 'GCA_027529815.1_CDS_4470', 'GCA_036527295.1_CDS_0694']"
GCA_017745625.1_CDS_3709,['GCA_017745625.1_CDS_3709']
NJ7201_G1323_CDS_2947,"['GCA_017745625.1_CDS_4617', 'NJ7201_G1323_CDS_2947']"
GCA_001566985.1_CDS_4722,"['GCA_001566985.1_CDS_4722', 'GCF_009363015.1_CDS_3182']"
GCA_001654705.1_CDS_4548,"['GCA_001558755.2_CDS_5775', 'GCA_001654705.1_CDS_4548', 'GCF_001654705.1_CDS_4690']"
GCA_017745625.1_CDS_4556,['GCA_017745625.1_CDS_4556']
GCA_000967095.1_CDS_3741,"['GCA_000967095.1_CDS_3741', 'GCA_001299095.1_CDS_4799', 'GCA_001299115.1_CDS_0189', 'GCA_001299175.1_CDS_3242', 'GCA_001299415.1_CDS_4984', 'GCA_001558915.2_CDS_5239']"
GCA_001559195.2_CDS_1010,"['GCA_001559195.2_CDS_1010', 'GCA_027529815.1_CDS_0082', 'GCA_034078005.1_CDS_2302', 'GCF_003031105.1_CDS_4209']"
GCA_001957065.1_CDS_4967,['GCA_001957065.1_CDS_4967']
GCA_027922385.1_CDS_1467,"['GCA_017745625.1_CDS_0580', 'GCA_027922385.1_CDS_1467']"
NJ7201_G1323_CDS_2183,['NJ7201_G1323_CDS_2183']
AC5204_G1324_CDS_6382,['AC5204_G1324_CDS_6382']
GCA_001641525.1_CDS_0840,"['GCA_001566985.1_CDS_3567', 'GCA_001641525.1_CDS_0840', 'GCF_001641525.1_CDS_0866', 'GCF_009363015.1_CDS_4377']"
GCA_000967095.1_CDS_3740,"['GCA_000967095.1_CDS_3740', 'GCA_001299095.1_CDS_4800', 'GCA_001299115.1_CDS_0190', 'GCA_001299175.1_CDS_3241', 'GCA_001299415.1_CDS_4985', 'GCA_001558915.2_CDS_5240']"
GCA_900009125.1_CDS_2110,['GCA_900009125.1_CDS_2110']
G1412_CDS_4320,['G1412_CDS_4320']
GCA_001051055.1_CDS_0248,['GCA_001051055.1_CDS_0248']
GCA_000967095.1_CDS_1730,['GCA_000967095.1_CDS_1730']
GCA_001558915.2_CDS_4874,['GCA_001558915.2_CDS_4874']
G1413_CDS_2092,['G1413_CDS_2092']
JMCD_G1434_CDS_5075,['JMCD_G1434_CDS_5075']
GCF_002192695.1_CDS_0098,['GCF_002192695.1_CDS_0098']
G1412_CDS_1835,['G1412_CDS_1835']
GCF_001641525.1_CDS_3164,"['GCA_001641525.1_CDS_3091', 'GCF_001641525.1_CDS_3164', 'GCF_009363015.1_CDS_1441']"
GCA_001957055.1_CDS_0070,['GCA_001957055.1_CDS_0070']
GCA_000186185.1_CDS_1510,['GCA_000186185.1_CDS_1510']
GCA_001641525.1_CDS_0022,"['GCA_001566985.1_CDS_0231', 'GCA_001641525.1_CDS_0022', 'GCF_001641525.1_CDS_0022', 'GCF_009363015.1_CDS_2755']"
G1412_CDS_4045,['G1412_CDS_4045']
GCA_001810925.1_CDS_1129,['GCA_001810925.1_CDS_1129']
GCA_001641525.1_CDS_3170,"['GCA_000165835.1_CDS_0088', 'GCA_001566985.1_CDS_1371', 'GCA_001641525.1_CDS_3170', 'GCA_017745625.1_CDS_0480', 'GCF_001641525.1_CDS_3245', 'GCF_009363015.1_CDS_1387', 'NJ7201_G1323_CDS_6064']"
GCA_001566985.1_CDS_4990,"['GCA_001566985.1_CDS_4990', 'GCA_001641525.1_CDS_2408', 'GCA_001641525.1_CDS_3593', 'GCA_025818255.1_CDS_0358', 'GCA_027529565.1_CDS_4730', 'GCF_001641525.1_CDS_2466', 'GCF_001641525.1_CDS_3679']"
GCA_900010105.1_CDS_4668,"['GCA_001957065.1_CDS_2822', 'GCA_033096405.1_CDS_1006', 'GCA_900010105.1_CDS_4668', 'GCF_003031105.1_CDS_1194']"
GCA_023703405.1_CDS_3412,"['GCA_001299335.1_CDS_6124', 'GCA_023703405.1_CDS_3412']"
GCA_001299115.1_CDS_0156,['GCA_001299115.1_CDS_0156']
NJ7201_G1323_CDS_4418,"['GCA_027922385.1_CDS_1176', 'NJ7201_G1323_CDS_4418']"
GCA_001298795.1_CDS_3153,"['GCA_001298795.1_CDS_3153', 'GCA_001299175.1_CDS_1139', 'GCA_001299195.1_CDS_3880', 'GCA_013413495.1_CDS_5807', 'GCA_029837755.1_CDS_1156', 'GCF_029837835.1_CDS_1542']"
GCA_001299265.1_CDS_2009,['GCA_001299265.1_CDS_2009']
GCA_003503255.1_CDS_2550,"['GCA_000165835.1_CDS_5717', 'GCA_003503255.1_CDS_2550', 'GCA_014353695.1_CDS_4389', 'GCA_014490035.1_CDS_0708', 'GCA_014529725.1_CDS_5374', 'GCA_027922385.1_CDS_3609']"
GCF_029837835.1_CDS_3773,"['GCA_001957065.1_CDS_3899', 'GCA_029837755.1_CDS_2990', 'GCF_029837835.1_CDS_3773']"
GCA_000508285.1_CDS_0826,['GCA_000508285.1_CDS_0826']
NJ7201_G1323_CDS_1743,['NJ7201_G1323_CDS_1743']
GCA_003293615.1_CDS_5703,['GCA_003293615.1_CDS_5703']
PCF1_G1387_CDS_5250,"['PCF1_G1387_CDS_5250', 'PCF1_G1388_CDS_5255', 'PCF1_G1401_CDS_4799', 'PCF1_G1417_CDS_2946', 'PCF1_G1418_CDS_2939']"
GCA_001566985.1_CDS_5085,"['GCA_001566985.1_CDS_5085', 'GCF_009363015.1_CDS_5083']"
GCA_001298935.1_CDS_0022,['GCA_001298935.1_CDS_0022']
GCA_001299055.1_CDS_4567,['GCA_001299055.1_CDS_4567']
GCA_033096405.1_CDS_5370,"['GCA_032703345.1_CDS_3973', 'GCA_033096405.1_CDS_5370']"
GCA_022488515.1_CDS_4022,['GCA_022488515.1_CDS_4022']
GCA_001957055.1_CDS_0815,['GCA_001957055.1_CDS_0815']
GCA_001566985.1_CDS_4419,['GCA_001566985.1_CDS_4419']
AC5204_G1324_CDS_4072,"['AC5204_G1324_CDS_4072', 'JMCD_G1433_CDS_2637']"
JMCD_G1433_CDS_0357,"['JMCD_G1433_CDS_0357', 'PCF1_G1423_CDS_0687']"
GCA_003503255.1_CDS_4420,"['GCA_003503255.1_CDS_4420', 'GCA_014353695.1_CDS_4502', 'GCA_014490035.1_CDS_1770', 'GCA_014529725.1_CDS_5037']"
DC32_G1318_CDS_3650,"['DC32_G1318_CDS_3650', 'HH1101_G1394_CDS_4856', 'NJ810_G1325_CDS_3651']"
GCA_001298795.1_CDS_3652,"['GCA_001298795.1_CDS_3652', 'GCA_001299035.1_CDS_5441', 'GCA_001299265.1_CDS_4097', 'JMCD_G1432_CDS_5564']"
GCA_001707475.1_CDS_4000,['GCA_001707475.1_CDS_4000']
GCA_027529565.1_CDS_3857,['GCA_027529565.1_CDS_3857']
GCA_001038045.1_CDS_1470,['GCA_001038045.1_CDS_1470']
HH1101_G1394_CDS_0811,"['GCA_001299035.1_CDS_5878', 'GCA_001299175.1_CDS_5988', 'HH1101_G1394_CDS_0811']"
GCA_001299295.1_CDS_4623,"['GCA_001299095.1_CDS_4012', 'GCA_001299295.1_CDS_4623']"
DC32_G1318_CDS_4757,"['DC32_G1318_CDS_4757', 'GCA_000967095.1_CDS_0669', 'NJ810_G1325_CDS_4732']"
G1414_CDS_2143,"['G1412_CDS_3507', 'G1413_CDS_3436', 'G1414_CDS_2143']"
GCA_001299265.1_CDS_0041,"['GCA_001299265.1_CDS_0041', 'GCA_001810925.1_CDS_2714', 'GCA_001815885.1_CDS_4570', 'GCA_038024675.1_CDS_1117', 'GCA_038024685.1_CDS_2976']"
GCA_013343135.1_CDS_1270,"['GCA_000508285.1_CDS_3794', 'GCA_001457475.1_CDS_3770', 'GCA_013343135.1_CDS_1270', 'GCA_016027035.1_CDS_3433', 'GCA_022870085.1_CDS_1690', 'GCA_900475575.1_CDS_3705']"
GCF_001707485.1_CDS_2034,['GCF_001707485.1_CDS_2034']
GCF_009363015.1_CDS_5465,['GCF_009363015.1_CDS_5465']
GCA_040438975.1_CDS_4695,['GCA_040438975.1_CDS_4695']
GCA_900009125.1_CDS_3558,['GCA_900009125.1_CDS_3558']
GCA_001641525.1_CDS_3675,"['GCA_001641525.1_CDS_3675', 'GCF_001641525.1_CDS_3769', 'GCF_009363015.1_CDS_0766']"
GCA_001815885.1_CDS_0804,['GCA_001815885.1_CDS_0804']
AC5204_G1324_CDS_4819,['AC5204_G1324_CDS_4819']
GCA_000165835.1_CDS_6717,"['GCA_000165835.1_CDS_6717', 'GCA_003293615.1_CDS_5690']"
GCF_009363015.1_CDS_5593,['GCF_009363015.1_CDS_5593']
GCA_001299335.1_CDS_1679,['GCA_001299335.1_CDS_1679']
GCA_034078005.1_CDS_6193,"['GCA_034078005.1_CDS_6193', 'NJ7201_G1323_CDS_1759']"
GCF_001641525.1_CDS_5249,['GCF_001641525.1_CDS_5249']
GCA_003503255.1_CDS_5017,"['GCA_003503255.1_CDS_5017', 'GCA_014353695.1_CDS_5934', 'GCA_014490035.1_CDS_1961', 'GCA_014529725.1_CDS_0458']"
JMCD_G1432_CDS_3060,"['GCA_000508285.1_CDS_4470', 'GCA_001276035.1_CDS_4819', 'GCA_038024685.1_CDS_1960', 'JMCD_G1432_CDS_3060', 'JMCD_G1433_CDS_2745']"
PCF1_G1388_CDS_0841,"['GCA_000186185.1_CDS_4143', 'PCF1_G1388_CDS_0841']"
JMCD_G1434_CDS_5173,['JMCD_G1434_CDS_5173']
GCA_000165835.1_CDS_6630,['GCA_000165835.1_CDS_6630']
GCA_001299335.1_CDS_6272,"['G1412_CDS_2763', 'G1413_CDS_2725', 'GCA_001299335.1_CDS_6272', 'GCA_027529805.1_CDS_1958']"
GCA_022488545.1_CDS_4269,['GCA_022488545.1_CDS_4269']
JMCD_G1432_CDS_5146,['JMCD_G1432_CDS_5146']
GCA_003503255.1_CDS_2398,"['GCA_003503255.1_CDS_2398', 'GCA_014353695.1_CDS_2416', 'GCA_014490035.1_CDS_2775', 'GCA_014529725.1_CDS_3303', 'GCA_027922385.1_CDS_2725']"
PCF1_G1387_CDS_5692,"['PCF1_G1387_CDS_5692', 'PCF1_G1388_CDS_5720']"
GCA_016403305.1_CDS_0197,"['AC5204_G1324_CDS_6957', 'GCA_016403305.1_CDS_0197', 'GCA_022488505.1_CDS_0318']"
GCF_001641525.1_CDS_1226,"['GCA_001641525.1_CDS_1196', 'GCF_001641525.1_CDS_1226', 'NJ7201_G1323_CDS_4044']"
GCA_025818255.1_CDS_0856,['GCA_025818255.1_CDS_0856']
GCA_001299335.1_CDS_6133,"['GCA_000165835.1_CDS_6461', 'GCA_001299335.1_CDS_6133', 'GCA_001807115.1_CDS_4090', 'GCA_023703405.1_CDS_3392', 'GCF_002192695.1_CDS_2476']"
PCF1_G1423_CDS_2090,['PCF1_G1423_CDS_2090']
AC5204_G1324_CDS_0213,['AC5204_G1324_CDS_0213']
GCA_001957065.1_CDS_0106,"['GCA_001957065.1_CDS_0106', 'GCA_025818255.1_CDS_1133', 'GCA_027529565.1_CDS_0423', 'GCA_033096405.1_CDS_3588']"
GCA_001299175.1_CDS_4252,['GCA_001299175.1_CDS_4252']
GCA_000186185.1_CDS_2436,['GCA_000186185.1_CDS_2436']
EHC_G1409_CDS_5095,"['EHC_G1409_CDS_5095', 'EHD_G1410_CDS_4903', 'G1412_CDS_2973', 'G1413_CDS_2924', 'G1414_CDS_2629', 'GCA_001299235.1_CDS_4245']"
JMCD_G1432_CDS_4276,['JMCD_G1432_CDS_4276']
G1412_CDS_2748,"['G1412_CDS_2748', 'G1413_CDS_2708', 'G1414_CDS_2858', 'GCA_036035015.1_CDS_5643']"
GCA_034424925.1_CDS_5705,"['GCA_034424925.1_CDS_5705', 'GCF_003031105.1_CDS_5599']"
GCA_001541435.1_CDS_0961,"['GCA_001541435.1_CDS_0961', 'GCA_001558915.2_CDS_0168', 'GCA_001807115.1_CDS_3703', 'GCA_001813885.1_CDS_3349', 'GCF_001541435.1_CDS_0974']"
GCA_027922385.1_CDS_3831,"['GCA_000165835.1_CDS_4834', 'GCA_027922385.1_CDS_3831']"
GCA_027922385.1_CDS_5098,['GCA_027922385.1_CDS_5098']
GCA_001566985.1_CDS_1901,"['GCA_001566985.1_CDS_1901', 'GCA_001641525.1_CDS_4991', 'GCA_017745625.1_CDS_5316', 'GCF_001641525.1_CDS_5122']"
GCA_039674625.1_CDS_1732,['GCA_039674625.1_CDS_1732']
GCA_003503255.1_CDS_1607,"['GCA_000165835.1_CDS_1020', 'GCA_003503255.1_CDS_1607', 'GCA_014353695.1_CDS_1199', 'GCA_014490035.1_CDS_5112', 'GCA_014529725.1_CDS_4527', 'GCF_002192695.1_CDS_0436', 'GCF_002192705.1_CDS_1289']"
GCA_001815885.1_CDS_0845,['GCA_001815885.1_CDS_0845']
GCA_013413495.1_CDS_0813,"['GCA_001815885.1_CDS_5470', 'GCA_013413495.1_CDS_0813', 'GCA_022444285.1_CDS_1711', 'GCA_022488505.1_CDS_4841', 'GCA_022488545.1_CDS_1903']"
GCF_001641525.1_CDS_4408,"['GCA_001641525.1_CDS_4298', 'GCF_001641525.1_CDS_4408']"
G1412_CDS_5312,"['G1412_CDS_5312', 'PCF1_G1423_CDS_2589']"
G1412_CDS_3045,"['G1412_CDS_3045', 'G1413_CDS_2997', 'G1414_CDS_2559']"
GCA_034424885.1_CDS_4825,"['GCA_034424885.1_CDS_4825', 'GCA_034424905.1_CDS_4816', 'GCA_034424925.1_CDS_4008']"
GCA_000165835.1_CDS_2545,"['GCA_000165835.1_CDS_2545', 'GCA_003503255.1_CDS_1895', 'GCA_014353695.1_CDS_1837', 'GCA_014490035.1_CDS_3760', 'GCA_014529725.1_CDS_2691', 'GCF_002192695.1_CDS_4012', 'GCF_002192705.1_CDS_2782']"
JMCD_G1433_CDS_6061,"['JMCD_G1432_CDS_7238', 'JMCD_G1433_CDS_6061']"
GCA_034424885.1_CDS_4824,"['GCA_034424885.1_CDS_4824', 'GCA_034424905.1_CDS_4815', 'GCA_034424925.1_CDS_4009']"
PCF1_G1387_CDS_0030,"['GCA_001298895.1_CDS_0143', 'GCA_001298915.1_CDS_2043', 'GCA_001299035.1_CDS_0299', 'PCF1_G1387_CDS_0030']"
GCF_001654705.1_CDS_2579,"['GCA_001654705.1_CDS_2489', 'GCF_001654705.1_CDS_2579']"
PCF1_G1387_CDS_3140,['PCF1_G1387_CDS_3140']
G1412_CDS_4842,"['G1412_CDS_4842', 'G1414_CDS_0867']"
GCF_009363015.1_CDS_5474,['GCF_009363015.1_CDS_5474']
PCF1_G1401_CDS_1788,['PCF1_G1401_CDS_1788']
PCF1_G1401_CDS_4736,['PCF1_G1401_CDS_4736']
GCA_001299155.1_CDS_4394,"['DC32_G1318_CDS_3078', 'GCA_001299155.1_CDS_4394', 'GCA_038024235.1_CDS_1559', 'NJ810_G1325_CDS_3038']"
GCF_009363015.1_CDS_5486,['GCF_009363015.1_CDS_5486']
GCF_009363015.1_CDS_5288,['GCF_009363015.1_CDS_5288']
GCF_002192695.1_CDS_2594,['GCF_002192695.1_CDS_2594']
GCA_022488505.1_CDS_2439,"['GCA_022444285.1_CDS_2538', 'GCA_022488505.1_CDS_2439']"
GCF_001641525.1_CDS_5381,['GCF_001641525.1_CDS_5381']
PCF1_G1387_CDS_1872,"['PCF1_G1387_CDS_1872', 'PCF1_G1388_CDS_1882', 'PCF1_G1401_CDS_2215', 'PCF1_G1417_CDS_5404', 'PCF1_G1418_CDS_5394', 'PCF1_G1423_CDS_0221']"
JMCD_G1433_CDS_5919,"['JMCD_G1432_CDS_7377', 'JMCD_G1433_CDS_5919']"
GCA_001558755.2_CDS_5661,['GCA_001558755.2_CDS_5661']
JMCD_G1433_CDS_3848,['JMCD_G1433_CDS_3848']
GCA_023703405.1_CDS_1191,"['GCA_000165835.1_CDS_2550', 'GCA_001558755.2_CDS_0598', 'GCA_023703405.1_CDS_1191', 'GCF_002192705.1_CDS_2841']"
GCA_022444285.1_CDS_1333,['GCA_022444285.1_CDS_1333']
GCF_003031105.1_CDS_2144,['GCF_003031105.1_CDS_2144']
GCA_001558755.2_CDS_5113,['GCA_001558755.2_CDS_5113']
G1413_CDS_2739,"['G1413_CDS_2739', 'G1414_CDS_2826', 'GCA_001558755.2_CDS_1865', 'GCA_033096405.1_CDS_5500']"
GCA_040438975.1_CDS_1878,['GCA_040438975.1_CDS_1878']
PCF1_G1387_CDS_0507,"['PCF1_G1387_CDS_0507', 'PCF1_G1401_CDS_3655', 'PCF1_G1417_CDS_4041', 'PCF1_G1418_CDS_4032', 'PCF1_G1423_CDS_1835']"
GCA_032703345.1_CDS_5656,"['GCA_032703345.1_CDS_5656', 'GCA_032703345.1_CDS_5658']"
GCA_001298895.1_CDS_1951,"['GCA_001298895.1_CDS_1951', 'GCA_001299055.1_CDS_1816', 'GCA_027529815.1_CDS_3828', 'GCA_029837755.1_CDS_4758', 'GCF_029837835.1_CDS_3858']"
GCA_001810925.1_CDS_0077,"['GCA_001810925.1_CDS_0077', 'GCA_001957045.1_CDS_4116', 'GCA_022444285.1_CDS_5053', 'GCA_022488505.1_CDS_4426', 'GCF_002192705.1_CDS_1860']"
PCF1_G1388_CDS_0769,"['GCA_001558755.2_CDS_4575', 'NJ7201_G1323_CDS_3161', 'PCF1_G1388_CDS_0769']"
GCF_001707485.1_CDS_1914,"['GCA_001707485.1_CDS_1847', 'GCF_001707485.1_CDS_1914']"
GCA_001299155.1_CDS_5525,"['GCA_001298895.1_CDS_5021', 'GCA_001299155.1_CDS_5525', 'JMCD_G1432_CDS_7570', 'JMCD_G1433_CDS_7564', 'JMCD_G1434_CDS_7846']"
GCA_001559195.2_CDS_5230,['GCA_001559195.2_CDS_5230']
GCA_027922385.1_CDS_2275,"['GCA_000165835.1_CDS_6156', 'GCA_017745625.1_CDS_0039', 'GCA_027922385.1_CDS_2275', 'GCA_027922385.1_CDS_4800', 'GCF_002192695.1_CDS_1648', 'GCF_002192705.1_CDS_2313']"
GCA_000165835.1_CDS_6629,['GCA_000165835.1_CDS_6629']
GCA_027529805.1_CDS_5968,"['GCA_027529805.1_CDS_5968', 'GCA_028462445.1_CDS_5403', 'GCA_900009115.1_CDS_3450']"
GCA_036527295.1_CDS_5743,['GCA_036527295.1_CDS_5743']
GCA_001299335.1_CDS_4136,['GCA_001299335.1_CDS_4136']
GCF_009363015.1_CDS_3405,['GCF_009363015.1_CDS_3405']
GCA_001299055.1_CDS_0061,"['GCA_001299055.1_CDS_0061', 'GCA_027529815.1_CDS_5909', 'GCA_029837755.1_CDS_1005', 'GCF_001707485.1_CDS_2121', 'GCF_001707485.1_CDS_2122', 'GCF_029837835.1_CDS_3891']"
GCF_029837835.1_CDS_0471,"['GCA_000967095.1_CDS_0698', 'GCA_029837755.1_CDS_6492', 'GCF_029837835.1_CDS_0471']"
GCA_001641525.1_CDS_2651,"['GCA_001566985.1_CDS_5126', 'GCA_001641525.1_CDS_2651', 'GCF_001641525.1_CDS_2717', 'GCF_009363015.1_CDS_5121']"
PCF1_G1387_CDS_0558,"['GCA_001558755.2_CDS_0204', 'PCF1_G1387_CDS_0558', 'PCF1_G1388_CDS_0555', 'PCF1_G1401_CDS_3598', 'PCF1_G1417_CDS_4093', 'PCF1_G1418_CDS_4084', 'PCF1_G1423_CDS_1768']"
GCA_000165835.1_CDS_4987,['GCA_000165835.1_CDS_4987']
PCF1_G1387_CDS_3817,"['PCF1_G1387_CDS_3817', 'PCF1_G1388_CDS_3810', 'PCF1_G1401_CDS_0190', 'PCF1_G1417_CDS_1541', 'PCF1_G1418_CDS_1535', 'PCF1_G1423_CDS_4747']"
GCA_001566985.1_CDS_1107,"['GCA_001566985.1_CDS_1107', 'GCA_001641525.1_CDS_4349', 'GCF_001641525.1_CDS_4461', 'GCF_009363015.1_CDS_4868', 'GCF_009363015.1_CDS_4869']"
GCF_009363015.1_CDS_0440,"['GCA_001566985.1_CDS_1643', 'GCF_009363015.1_CDS_0440']"
GCA_001299095.1_CDS_4120,"['GCA_001299095.1_CDS_4120', 'GCA_016403305.1_CDS_5855', 'GCA_016728825.1_CDS_2517']"
GCA_013413495.1_CDS_5759,['GCA_013413495.1_CDS_5759']
GCA_001299095.1_CDS_1195,"['GCA_001299095.1_CDS_1195', 'GCA_001299295.1_CDS_2452', 'GCA_016403305.1_CDS_6282', 'GCA_016728825.1_CDS_2944', 'GCA_023703405.1_CDS_1699', 'GCA_034078005.1_CDS_2593']"
GCA_003503255.1_CDS_1898,"['GCA_000165835.1_CDS_2548', 'GCA_003503255.1_CDS_1898', 'GCA_014353695.1_CDS_1840', 'GCA_014490035.1_CDS_3757', 'GCA_014529725.1_CDS_2694', 'GCF_002192705.1_CDS_2839']"
HH1101_G1394_CDS_1812,['HH1101_G1394_CDS_1812']
GCA_001641525.1_CDS_1434,"['GCA_001566985.1_CDS_1262', 'GCA_001566985.1_CDS_1263', 'GCA_001566985.1_CDS_2270', 'GCA_001566985.1_CDS_2271', 'GCA_001641525.1_CDS_1434', 'GCA_001641525.1_CDS_1435', 'GCA_001641525.1_CDS_1436', 'GCA_001641525.1_CDS_1437', 'GCA_001641525.1_CDS_4611', 'GCF_001641525.1_CDS_1465', 'GCF_001641525.1_CDS_1466', 'GCF_001641525.1_CDS_1467', 'GCF_001641525.1_CDS_1468', 'GCF_001641525.1_CDS_4728', 'GCF_009363015.1_CDS_1271', 'GCF_009363015.1_CDS_1272', 'GCF_009363015.1_CDS_1631']"
GCA_034078005.1_CDS_6221,"['GCA_000165835.1_CDS_3974', 'GCA_034078005.1_CDS_6221', 'GCF_002192695.1_CDS_6313', 'NJ7201_G1323_CDS_3564']"
GCA_034078005.1_CDS_6208,"['GCA_000165835.1_CDS_3986', 'GCA_034078005.1_CDS_6208', 'GCF_002192695.1_CDS_6301', 'NJ7201_G1323_CDS_3576']"
GCA_038024235.1_CDS_0111,['GCA_038024235.1_CDS_0111']
GCA_027922385.1_CDS_1549,['GCA_027922385.1_CDS_1549']
GCA_001299235.1_CDS_4118,['GCA_001299235.1_CDS_4118']
PCF1_G1387_CDS_2376,['PCF1_G1387_CDS_2376']
GCA_001299295.1_CDS_4281,['GCA_001299295.1_CDS_4281']
GCF_002192695.1_CDS_5897,"['GCA_000165835.1_CDS_4303', 'GCF_002192695.1_CDS_5897']"
NJ7201_G1323_CDS_3019,['NJ7201_G1323_CDS_3019']
JMCD_G1432_CDS_5415,['JMCD_G1432_CDS_5415']
GCA_027529585.1_CDS_1700,"['GCA_016599195.1_CDS_5746', 'GCA_027529585.1_CDS_1700']"
GCA_001957065.1_CDS_1481,"['GCA_001957065.1_CDS_1481', 'GCA_025818255.1_CDS_2795', 'GCA_033096405.1_CDS_2576']"
GCA_001298895.1_CDS_4386,"['GCA_001298895.1_CDS_4386', 'GCA_001957045.1_CDS_3012', 'GCA_029837755.1_CDS_1294', 'GCA_034424885.1_CDS_0679', 'GCA_034424905.1_CDS_0142', 'GCA_034424925.1_CDS_5221']"
GCA_001298935.1_CDS_2300,['GCA_001298935.1_CDS_2300']
GCA_027922385.1_CDS_4769,['GCA_027922385.1_CDS_4769']
NJ7201_G1323_CDS_1435,['NJ7201_G1323_CDS_1435']
GCF_001707485.1_CDS_2543,['GCF_001707485.1_CDS_2543']
GCF_002192705.1_CDS_2108,['GCF_002192705.1_CDS_2108']
GCA_022488545.1_CDS_0868,['GCA_022488545.1_CDS_0868']
JMCD_G1433_CDS_3780,['JMCD_G1433_CDS_3780']
GCA_001957055.1_CDS_2486,"['GCA_001815425.1_CDS_1000', 'GCA_001957045.1_CDS_2231', 'GCA_001957055.1_CDS_2486', 'GCA_028745525.1_CDS_2139', 'GCA_038024685.1_CDS_0824']"
GCA_000967095.1_CDS_1690,['GCA_000967095.1_CDS_1690']
JMCD_G1433_CDS_4858,['JMCD_G1433_CDS_4858']
GCA_027529565.1_CDS_3161,['GCA_027529565.1_CDS_3161']
JMCD_G1433_CDS_0325,"['AC5204_G1324_CDS_6433', 'JMCD_G1433_CDS_0325']"
GCA_025818255.1_CDS_3129,"['GCA_000186185.1_CDS_3906', 'GCA_025818255.1_CDS_3129', 'NJ7201_G1323_CDS_1444']"
NJ7201_G1323_CDS_2082,['NJ7201_G1323_CDS_2082']
JMCD_G1432_CDS_7575,['JMCD_G1432_CDS_7575']
GCA_003293615.1_CDS_5672,"['GCA_000967095.1_CDS_0048', 'GCA_000967095.1_CDS_5507', 'GCA_003293615.1_CDS_5672', 'GCA_013282255.1_CDS_5644']"
GCA_000186185.1_CDS_0283,['GCA_000186185.1_CDS_0283']
GCA_000967095.1_CDS_6370,['GCA_000967095.1_CDS_6370']
GCA_001298795.1_CDS_4453,"['GCA_000165835.1_CDS_6605', 'GCA_000186185.1_CDS_1534', 'GCA_001298795.1_CDS_4453', 'GCA_001299195.1_CDS_5746', 'GCF_002192695.1_CDS_1331', 'GCF_002192705.1_CDS_3592']"
GCA_013413495.1_CDS_5817,['GCA_013413495.1_CDS_5817']
PCF1_G1387_CDS_5743,['PCF1_G1387_CDS_5743']
GCA_001299055.1_CDS_5946,['GCA_001299055.1_CDS_5946']
GCA_022488505.1_CDS_1550,['GCA_022488505.1_CDS_1550']
GCA_001299335.1_CDS_4373,"['GCA_001299335.1_CDS_4373', 'GCA_016403305.1_CDS_1836', 'GCA_016728825.1_CDS_4789', 'GCA_034078005.1_CDS_2623', 'GCA_034078005.1_CDS_4737', 'GCA_900010105.1_CDS_5162']"
JMCD_G1434_CDS_1973,['JMCD_G1434_CDS_1973']
JMCD_G1433_CDS_0011,['JMCD_G1433_CDS_0011']
